order_id,order_date,customer_id,product_id,quantity,unit_price,total_amount,currency
6001,2024-03-28,1504,2093,6,303.99,1823.94,EUR
6002,2024-08-28,1136,2004,8,143.54,1148.32,EUR
6003,2024-04-12,1355,2039,3,295.14,885.42,USD
6004,2024-03-09,1798,2034,6,212.03,1272.18,EUR
6005,2023-12-08,1607,2061,4,140.77,563.08,EUR
6006,2023-06-28,1987,2068,4,279.07,1116.28,EUR
6007,2023-07-24,1774,2007,1,39.26,39.26,EUR
6008,2024-06-28,1360,2042,7,67.71,473.97,EUR
6009,2023-02-20,1765,2027,5,224.47,1122.35,EUR
6010,2023-03-03,1864,2097,9,157.4,1416.6,EUR
6011,2023-10-17,1630,2028,6,404.41,2426.46,EUR
6012,2024-07-19,1761,2003,2,102.32,204.64,EUR
6013,2024-04-24,1502,2061,7,71.34,499.38,EUR
6014,2024-03-06,1910,2086,1,38.02,38.02,USD
6015,2024-01-25,1237,2081,7,409.22,2864.54,USD
6016,2023-03-22,1423,2013,4,430.8,1723.2,EUR
6017,2023-08-31,1253,2073,1,451.07,451.07,USD
6018,2023-02-28,1101,2020,5,444.05,2220.25,GBP
6019,2024-07-07,1615,2014,5,437.59,2187.95,EUR
6020,2024-07-02,1118,2052,3,487.56,1462.68,EUR
6021,2023-07-08,1225,2079,1,202.13,202.13,USD
6022,2023-08-02,1762,2086,6,330.77,1984.62,USD
6023,2023-08-20,1240,2061,5,25.76,128.8,EUR
6024,2024-10-11,1862,2040,3,433.78,1301.34,EUR
6025,2023-12-23,1049,2058,6,76.86,461.16,EUR
6026,2024-07-10,1456,2029,9,342.55,3082.95,EUR
6027,2023-11-24,1067,2013,8,166.57,1332.56,EUR
6028,2024-05-24,1059,2039,3,295.97,887.91,EUR
6029,2024-01-21,1790,2016,4,397.62,1590.48,EUR
6030,2023-07-23,1066,2009,8,256.89,2055.12,EUR
6031,2024-10-01,1891,2073,2,475.51,951.02,GBP
6032,2024-06-01,1598,2082,9,158.08,1422.72,EUR
6033,2024-07-15,1482,2074,4,282.37,1129.48,USD
6034,2024-11-23,1917,2090,5,429.7,2148.5,USD
6035,2023-07-01,1387,2047,9,278.0,2502.0,EUR
6036,2023-03-08,1399,2066,2,269.54,539.08,EUR
6037,2024-03-01,1409,2020,2,196.29,392.58,USD
6038,2023-08-27,1649,2044,9,389.98,3509.82,EUR
6039,2023-11-15,1846,2009,7,182.8,1279.6,EUR
6040,2023-06-21,1541,2060,4,127.79,511.16,EUR
6041,2023-10-18,1280,2043,1,68.68,68.68,EUR
6042,2023-10-15,1888,2054,5,216.58,1082.9,GBP
6043,2023-09-13,1598,2084,7,146.54,1025.78,EUR
6044,2024-06-25,1831,2005,1,494.87,494.87,USD
6045,2024-03-08,1431,2044,2,307.48,614.96,EUR
6046,2023-12-13,1199,2039,4,496.29,1985.16,EUR
6047,2023-03-24,1943,2073,3,349.19,1047.57,EUR
6048,2024-02-21,1676,2065,6,424.57,2547.42,EUR
6049,2023-05-08,1307,2071,9,60.44,543.96,EUR
6050,2023-08-18,1846,2083,7,347.27,2430.89,EUR
6051,2023-10-30,1009,2029,5,63.65,318.25,USD
6052,2023-04-14,1929,2035,9,77.49,697.41,USD
6053,2023-10-12,1578,2034,8,43.29,346.32,USD
6054,2023-07-14,1589,2081,6,313.76,1882.56,EUR
6055,2024-09-12,1013,2046,1,327.01,327.01,USD
6056,2024-09-19,1175,2074,3,148.71,446.13,EUR
6057,2023-01-04,1719,2024,9,448.23,4034.07,EUR
6058,2024-03-15,1557,2092,6,462.09,2772.54,EUR
6059,2024-04-12,1127,2047,9,403.41,3630.69,GBP
6060,2023-10-03,1665,2097,1,314.9,314.9,EUR
6061,2023-12-09,1745,2044,2,300.88,601.76,GBP
6062,2024-07-30,1272,2004,2,199.54,399.08,EUR
6063,2023-10-03,1688,2026,1,230.9,230.9,EUR
6064,2023-02-17,1972,2043,4,74.87,299.48,USD
6065,2023-09-29,1481,2013,9,478.08,4302.72,EUR
6066,2023-07-05,1229,2076,1,296.72,296.72,EUR
6067,2023-10-07,1960,2034,9,193.17,1738.53,EUR
6068,2023-06-17,1910,2081,1,104.86,104.86,EUR
6069,2023-04-20,1456,2095,1,206.36,206.36,EUR
6070,2024-12-20,1424,2008,1,88.08,88.08,GBP
6071,2023-04-05,1833,2027,7,400.04,2800.28,EUR
6072,2024-05-30,1000,2060,2,362.42,724.84,EUR
6073,2024-06-07,1311,2085,1,374.5,374.5,USD
6074,2024-03-26,1542,2088,8,343.85,2750.8,GBP
6075,2024-10-27,1653,2019,6,447.56,2685.36,EUR
6076,2023-01-04,1627,2022,4,95.22,380.88,EUR
6077,2023-08-09,1370,2019,7,264.71,1852.97,EUR
6078,2023-05-15,1868,2034,9,310.37,2793.33,EUR
6079,2024-02-26,1648,2060,5,490.96,2454.8,EUR
6080,2024-04-08,1540,2039,8,184.49,1475.92,EUR
6081,2024-10-17,1937,2071,4,142.0,568.0,EUR
6082,2023-10-05,1094,2039,8,34.26,274.08,GBP
6083,2023-06-22,1709,2058,6,485.23,2911.38,EUR
6084,2024-11-05,1925,2055,2,130.47,260.94,GBP
6085,2024-05-06,1661,2025,6,60.05,360.3,USD
6086,2024-07-12,1564,2006,4,448.89,1795.56,GBP
6087,2023-11-21,1364,2021,1,466.08,466.08,EUR
6088,2023-11-23,1271,2077,5,272.94,1364.7,USD
6089,2023-10-12,1545,2073,1,139.31,139.31,GBP
6090,2024-07-01,1897,2012,4,249.65,998.6,EUR
6091,2023-06-03,1461,2038,9,60.06,540.54,USD
6092,2024-12-13,1120,2080,1,70.95,70.95,GBP
6093,2023-05-09,1483,2079,7,242.41,1696.87,USD
6094,2023-12-03,1097,2001,3,422.74,1268.22,EUR
6095,2023-08-18,1935,2077,6,76.47,458.82,USD
6096,2024-04-14,1534,2077,6,323.76,1942.56,EUR
6097,2024-05-11,1213,2011,7,169.86,1189.02,GBP
6098,2024-11-01,1624,2035,7,32.68,228.76,USD
6099,2024-07-30,1537,2005,3,129.73,389.19,EUR
6100,2023-07-01,1510,2064,4,39.23,156.92,EUR
6101,2023-05-31,1591,2085,6,97.99,587.94,GBP
6102,2024-10-09,1928,2017,3,156.05,468.15,EUR
6103,2023-12-23,1855,2034,8,90.9,727.2,USD
6104,2023-03-13,1262,2053,6,204.95,1229.7,EUR
6105,2024-08-25,1239,2007,7,6.55,45.85,EUR
6106,2024-04-18,1989,2029,6,19.35,116.1,GBP
6107,2023-01-19,1644,2021,4,383.85,1535.4,EUR
6108,2024-07-25,1019,2000,7,389.56,2726.92,EUR
6109,2024-03-19,1529,2066,6,194.79,1168.74,EUR
6110,2024-03-24,1118,2071,8,491.52,3932.16,EUR
6111,2024-09-23,1029,2007,4,140.2,560.8,USD
6112,2023-12-28,1185,2012,6,375.0,2250.0,USD
6113,2023-12-03,1254,2006,9,224.29,2018.61,USD
6114,2024-03-26,1079,2093,4,174.24,696.96,EUR
6115,2023-05-25,1834,2056,8,147.72,1181.76,GBP
6116,2023-04-21,1437,2053,4,118.77,475.08,EUR
6117,2024-09-07,1551,2008,2,333.03,666.06,EUR
6118,2023-06-07,1864,2000,1,19.68,19.68,EUR
6119,2024-01-04,1836,2091,5,452.81,2264.05,EUR
6120,2023-07-17,1819,2093,4,130.95,523.8,EUR
6121,2023-06-18,1196,2053,3,243.17,729.51,EUR
6122,2024-03-12,1744,2013,8,198.41,1587.28,EUR
6123,2024-08-08,1994,2002,8,474.7,3797.6,EUR
6124,2023-11-19,1007,2082,6,88.35,530.1,EUR
6125,2023-04-12,1867,2052,7,185.78,1300.46,USD
6126,2023-06-28,1864,2032,6,332.55,1995.3,EUR
6127,2023-05-01,1840,2001,6,144.86,869.16,EUR
6128,2024-10-06,1396,2056,3,274.6,823.8,EUR
6129,2023-08-22,1198,2086,1,18.32,18.32,GBP
6130,2023-09-30,1730,2082,6,451.57,2709.42,EUR
6131,2023-02-21,1622,2072,2,420.05,840.1,EUR
6132,2023-11-22,1726,2004,2,66.49,132.98,EUR
6133,2024-10-29,1255,2074,5,365.89,1829.45,EUR
6134,2023-10-27,1177,2067,4,35.29,141.16,EUR
6135,2024-04-20,1900,2083,4,461.7,1846.8,EUR
6136,2023-05-13,1514,2014,6,64.39,386.34,USD
6137,2023-04-15,1850,2085,8,182.64,1461.12,EUR
6138,2024-06-18,1925,2070,1,429.5,429.5,EUR
6139,2023-02-17,1458,2075,3,107.41,322.23,EUR
6140,2023-11-24,1262,2015,3,464.39,1393.17,EUR
6141,2023-08-20,1894,2084,3,335.24,1005.72,EUR
6142,2023-01-12,1714,2002,1,240.01,240.01,GBP
6143,2024-01-23,1665,2022,3,65.64,196.92,EUR
6144,2024-12-04,1957,2015,2,330.08,660.16,EUR
6145,2023-02-20,1246,2022,8,296.42,2371.36,USD
6146,2024-08-18,1360,2061,4,214.04,856.16,EUR
6147,2024-01-29,1038,2091,4,204.74,818.96,EUR
6148,2024-06-12,1387,2097,7,296.64,2076.48,EUR
6149,2023-03-12,1446,2010,6,208.55,1251.3,EUR
6150,2024-09-26,1452,2096,3,343.18,1029.54,EUR
6151,2023-01-09,1150,2010,3,220.89,662.67,EUR
6152,2024-10-23,1808,2073,1,489.96,489.96,EUR
6153,2024-04-25,1488,2018,2,279.25,558.5,EUR
6154,2023-09-04,1438,2081,4,74.69,298.76,EUR
6155,2023-01-06,1863,2034,4,484.2,1936.8,EUR
6156,2024-03-21,1485,2086,2,492.87,985.74,EUR
6157,2023-03-05,1891,2053,8,496.52,3972.16,EUR
6158,2024-03-20,1222,2052,8,156.27,1250.16,EUR
6159,2024-07-18,1849,2043,4,174.91,699.64,EUR
6160,2023-07-15,1987,2022,8,8.06,64.48,EUR
6161,2023-06-24,1749,2051,3,444.44,1333.32,EUR
6162,2023-06-12,1891,2065,7,356.34,2494.38,EUR
6163,2023-06-14,1739,2013,8,144.39,1155.12,USD
6164,2023-03-25,1599,2014,6,97.39,584.34,EUR
6165,2023-07-02,1763,2042,3,445.53,1336.59,EUR
6166,2024-04-26,1959,2082,7,180.62,1264.34,USD
6167,2023-08-09,1604,2034,1,283.67,283.67,USD
6168,2024-07-24,1686,2040,4,83.24,332.96,USD
6169,2024-08-21,1079,2094,8,92.13,737.04,EUR
6170,2024-07-09,1958,2026,6,196.91,1181.46,EUR
6171,2024-01-29,1776,2036,4,129.07,516.28,USD
6172,2023-08-19,1161,2083,4,115.19,460.76,EUR
6173,2024-11-09,1289,2051,4,206.68,826.72,EUR
6174,2023-05-30,1225,2011,4,108.62,434.48,GBP
6175,2023-12-06,1319,2021,3,472.39,1417.17,USD
6176,2023-11-28,1884,2096,8,293.99,2351.92,EUR
6177,2024-06-28,1463,2080,1,26.61,26.61,USD
6178,2024-02-04,1419,2094,8,114.02,912.16,EUR
6179,2024-08-06,1778,2047,5,227.11,1135.55,GBP
6180,2024-11-01,1370,2060,4,217.96,871.84,EUR
6181,2023-10-13,1884,2013,8,345.22,2761.76,USD
6182,2024-09-30,1753,2070,9,387.44,3486.96,EUR
6183,2023-05-04,1256,2056,4,287.32,1149.28,EUR
6184,2024-10-30,1629,2003,5,181.42,907.1,EUR
6185,2023-05-10,1482,2083,4,97.87,391.48,EUR
6186,2024-09-12,1343,2043,5,23.36,116.8,EUR
6187,2023-10-12,1905,2098,4,34.83,139.32,GBP
6188,2024-12-05,1397,2087,5,208.17,1040.85,EUR
6189,2023-04-05,1116,2041,1,5.68,5.68,EUR
6190,2023-12-06,1407,2001,8,172.58,1380.64,EUR
6191,2024-10-20,1516,2014,1,8.76,8.76,EUR
6192,2023-02-04,1126,2028,9,431.25,3881.25,EUR
6193,2023-07-13,1741,2029,4,109.52,438.08,GBP
6194,2023-03-03,1229,2035,7,333.49,2334.43,EUR
6195,2023-08-23,1092,2094,1,446.59,446.59,EUR
6196,2023-10-12,1536,2066,4,445.34,1781.36,GBP
6197,2024-03-27,1160,2018,9,412.26,3710.34,EUR
6198,2023-07-08,1781,2069,5,318.52,1592.6,EUR
6199,2023-04-26,1068,2005,5,114.98,574.9,EUR
6200,2023-05-05,1418,2006,3,215.15,645.45,EUR
6201,2024-11-16,1051,2063,7,207.54,1452.78,EUR
6202,2024-11-26,1382,2021,6,297.16,1782.96,EUR
6203,2023-06-11,1932,2043,5,197.4,987.0,EUR
6204,2023-05-23,1649,2081,9,50.97,458.73,EUR
6205,2023-02-09,1534,2038,5,26.47,132.35,USD
6206,2024-12-01,1157,2018,8,206.44,1651.52,EUR
6207,2024-05-30,1312,2098,5,435.99,2179.95,GBP
6208,2024-07-09,1380,2028,5,354.11,1770.55,USD
6209,2023-08-01,1578,2065,6,156.33,937.98,USD
6210,2024-04-12,1207,2016,4,467.82,1871.28,USD
6211,2023-02-13,1998,2016,8,329.88,2639.04,GBP
6212,2024-05-08,1650,2074,5,420.26,2101.3,USD
6213,2024-02-28,1311,2088,3,412.95,1238.85,EUR
6214,2023-08-30,1112,2002,3,312.96,938.88,USD
6215,2024-06-02,1594,2096,3,470.11,1410.33,GBP
6216,2024-04-16,1447,2029,9,227.71,2049.39,USD
6217,2023-11-17,1673,2097,3,393.83,1181.49,EUR
6218,2023-05-17,1595,2052,2,105.86,211.72,GBP
6219,2023-01-18,1639,2075,7,471.41,3299.87,EUR
6220,2024-11-15,1832,2000,8,366.49,2931.92,EUR
6221,2023-07-25,1524,2015,4,139.27,557.08,EUR
6222,2023-08-09,1723,2094,4,295.7,1182.8,EUR
6223,2024-05-12,1358,2016,6,15.93,95.58,EUR
6224,2023-07-06,1941,2086,6,265.68,1594.08,EUR
6225,2023-10-02,1407,2011,1,381.85,381.85,EUR
6226,2024-06-03,1679,2064,9,185.62,1670.58,EUR
6227,2024-03-10,1997,2036,4,371.04,1484.16,USD
6228,2024-04-24,1348,2043,6,366.33,2197.98,EUR
6229,2023-01-04,1101,2070,1,467.54,467.54,USD
6230,2023-11-26,1231,2015,6,480.37,2882.22,EUR
6231,2023-12-13,1243,2034,1,108.09,108.09,EUR
6232,2024-04-06,1056,2054,1,165.27,165.27,USD
6233,2023-04-21,1543,2035,9,116.31,1046.79,USD
6234,2023-04-27,1277,2023,2,197.66,395.32,EUR
6235,2024-07-10,1096,2004,7,24.52,171.64,EUR
6236,2024-05-06,1136,2063,5,243.21,1216.05,EUR
6237,2024-08-15,1273,2006,3,443.61,1330.83,EUR
6238,2023-07-17,1368,2014,4,364.21,1456.84,USD
6239,2024-12-29,1973,2023,2,284.72,569.44,EUR
