order_id,order_date,customer_id,product_id,quantity,unit_price,total_amount,currency
18001,2024-06-14,1185,2090,1,75.88,75.88,EUR
18002,2024-09-29,1772,2079,2,473.6,947.2,USD
18003,2023-04-15,1331,2090,4,12.72,50.88,EUR
18004,2023-06-29,1538,2070,5,9.64,48.2,USD
18005,2023-01-28,1907,2026,9,205.84,1852.56,GBP
18006,2023-12-23,1187,2033,4,64.88,259.52,GBP
18007,2023-12-27,1426,2085,5,101.33,506.65,EUR
18008,2023-01-22,1174,2022,1,147.37,147.37,EUR
18009,2024-04-27,1436,2060,1,237.23,237.23,EUR
18010,2023-01-07,1300,2065,5,445.54,2227.7,USD
18011,2024-08-01,1914,2018,4,214.0,856.0,EUR
18012,2024-05-29,1302,2008,6,395.64,2373.84,USD
18013,2024-08-18,1613,2003,8,480.53,3844.24,EUR
18014,2023-03-28,1136,2077,1,422.78,422.78,USD
18015,2024-09-27,1455,2028,2,427.31,854.62,EUR
18016,2024-02-04,1833,2022,6,400.54,2403.24,EUR
18017,2024-09-22,1671,2089,1,61.73,61.73,EUR
18018,2024-05-23,1282,2058,3,89.58,268.74,EUR
18019,2024-04-24,1970,2002,7,140.76,985.32,EUR
18020,2023-01-24,1801,2030,1,339.02,339.02,EUR
18021,2024-05-20,1401,2047,6,212.4,1274.4,EUR
18022,2023-11-24,1972,2047,1,253.77,253.77,EUR
18023,2024-09-11,1187,2077,7,407.3,2851.1,EUR
18024,2024-05-14,1331,2079,7,21.31,149.17,EUR
18025,2023-02-24,1929,2003,1,433.52,433.52,GBP
18026,2024-10-11,1969,2028,5,284.34,1421.7,USD
18027,2023-02-15,1822,2059,5,297.79,1488.95,EUR
18028,2023-08-07,1191,2003,9,143.83,1294.47,USD
18029,2023-06-08,1218,2056,1,86.61,86.61,EUR
18030,2024-12-12,1646,2007,7,288.13,2016.91,EUR
18031,2023-04-22,1055,2056,5,421.91,2109.55,EUR
18032,2024-09-08,1990,2007,9,379.08,3411.72,EUR
18033,2023-06-12,1940,2073,7,400.85,2805.95,EUR
18034,2024-04-19,1807,2045,3,172.02,516.06,EUR
18035,2023-03-07,1967,2094,1,316.24,316.24,USD
18036,2023-10-14,1229,2008,6,284.85,1709.1,EUR
18037,2024-03-30,1880,2086,8,48.96,391.68,EUR
18038,2024-06-03,1257,2040,6,271.81,1630.86,EUR
18039,2024-09-28,1121,2048,6,5.8,34.8,USD
18040,2024-08-18,1262,2069,5,369.07,1845.35,EUR
18041,2024-01-14,1773,2061,4,445.03,1780.12,USD
18042,2023-08-10,1942,2087,9,444.41,3999.69,USD
18043,2023-07-10,1611,2082,2,165.32,330.64,EUR
18044,2024-12-25,1245,2021,5,307.24,1536.2,USD
18045,2024-03-20,1600,2027,8,374.33,2994.64,EUR
18046,2024-10-25,1509,2086,3,322.01,966.03,EUR
18047,2023-11-13,1517,2080,4,11.8,47.2,GBP
18048,2023-12-21,1349,2096,7,264.74,1853.18,EUR
18049,2024-08-25,1138,2090,2,259.88,519.76,EUR
18050,2024-06-11,1360,2061,3,405.69,1217.07,EUR
18051,2023-05-27,1889,2095,7,403.0,2821.0,EUR
18052,2024-01-18,1407,2072,1,331.11,331.11,GBP
18053,2023-06-05,1020,2087,4,81.75,327.0,EUR
18054,2024-07-09,1344,2047,6,281.97,1691.82,EUR
18055,2023-01-22,1460,2095,8,443.59,3548.72,EUR
18056,2024-08-26,1599,2007,2,85.64,171.28,USD
18057,2024-11-09,1640,2089,5,429.43,2147.15,USD
18058,2023-01-17,1425,2095,7,46.01,322.07,EUR
18059,2024-04-05,1143,2078,4,481.81,1927.24,EUR
18060,2023-02-27,1440,2093,4,482.69,1930.76,EUR
18061,2023-09-20,1003,2041,5,492.08,2460.4,EUR
18062,2023-09-03,1505,2031,8,173.63,1389.04,EUR
18063,2024-01-15,1444,2013,6,427.5,2565.0,EUR
18064,2024-10-31,1355,2019,4,174.96,699.84,EUR
18065,2023-12-03,1661,2085,1,54.96,54.96,EUR
18066,2023-10-18,1753,2006,4,218.43,873.72,EUR
18067,2023-03-09,1263,2019,8,402.04,3216.32,USD
18068,2024-10-09,1502,2049,4,17.1,68.4,EUR
18069,2023-08-18,1509,2035,4,223.31,893.24,USD
18070,2023-12-04,1508,2091,7,303.42,2123.94,EUR
18071,2023-03-09,1402,2002,9,408.72,3678.48,EUR
18072,2023-07-30,1209,2004,2,128.45,256.9,EUR
18073,2024-02-08,1171,2026,9,59.32,533.88,EUR
18074,2024-10-19,1030,2060,4,105.34,421.36,EUR
18075,2023-08-29,1052,2035,6,308.06,1848.36,EUR
18076,2024-02-14,1808,2082,3,310.94,932.82,EUR
18077,2024-10-01,1069,2009,1,183.18,183.18,EUR
18078,2023-09-21,1854,2037,4,261.1,1044.4,EUR
18079,2023-08-04,1895,2064,8,189.64,1517.12,EUR
18080,2023-02-02,1241,2060,9,49.92,449.28,GBP
18081,2024-10-24,1442,2051,4,49.54,198.16,EUR
18082,2023-03-22,1359,2043,6,256.58,1539.48,EUR
18083,2023-06-07,1393,2009,7,465.18,3256.26,USD
18084,2023-04-12,1357,2006,5,221.59,1107.95,EUR
18085,2024-05-31,1342,2005,8,263.29,2106.32,EUR
18086,2023-09-24,1683,2049,2,405.27,810.54,EUR
18087,2024-05-29,1412,2087,9,274.81,2473.29,EUR
18088,2024-03-19,1187,2008,6,31.98,191.88,EUR
18089,2023-01-12,1378,2006,2,191.17,382.34,EUR
18090,2023-08-13,1977,2067,8,16.02,128.16,EUR
18091,2023-01-03,1986,2049,9,460.22,4141.98,EUR
18092,2023-02-17,1061,2030,4,489.99,1959.96,USD
18093,2023-12-12,1575,2001,5,115.63,578.15,EUR
18094,2023-07-13,1972,2079,9,274.67,2472.03,EUR
18095,2023-03-07,1193,2065,5,42.7,213.5,EUR
18096,2023-10-26,1068,2058,4,114.41,457.64,EUR
18097,2023-11-26,1211,2023,6,48.37,290.22,EUR
18098,2024-12-25,1317,2092,2,6.95,13.9,USD
18099,2024-04-27,1933,2006,4,328.34,1313.36,GBP
18100,2023-10-14,1250,2073,8,220.96,1767.68,EUR
18101,2023-12-12,1331,2072,1,349.17,349.17,EUR
18102,2023-03-07,1259,2071,6,484.99,2909.94,USD
18103,2023-10-10,1391,2059,7,448.42,3138.94,EUR
18104,2024-02-29,1993,2030,5,22.85,114.25,EUR
18105,2023-01-16,1083,2045,4,207.41,829.64,GBP
18106,2024-11-02,1457,2043,9,468.08,4212.72,USD
18107,2024-01-12,1613,2085,8,481.37,3850.96,EUR
18108,2024-07-28,1119,2073,8,363.18,2905.44,EUR
18109,2023-07-21,1044,2047,1,130.27,130.27,EUR
18110,2024-09-02,1981,2071,9,218.19,1963.71,USD
18111,2023-09-25,1268,2095,5,144.68,723.4,EUR
18112,2024-11-08,1242,2068,7,130.66,914.62,EUR
18113,2024-01-17,1348,2035,4,133.05,532.2,EUR
18114,2024-04-09,1072,2000,6,346.1,2076.6,GBP
18115,2023-05-29,1146,2086,7,353.57,2474.99,EUR
18116,2024-12-27,1024,2001,5,286.98,1434.9,EUR
18117,2023-05-21,1534,2050,6,470.59,2823.54,USD
18118,2023-01-25,1462,2006,4,381.68,1526.72,EUR
18119,2023-11-18,1273,2087,9,213.1,1917.9,EUR
18120,2024-09-01,1917,2003,2,412.49,824.98,USD
18121,2024-11-03,1304,2067,4,124.95,499.8,USD
18122,2024-09-17,1016,2076,8,210.66,1685.28,USD
18123,2024-02-08,1099,2072,5,31.11,155.55,EUR
18124,2024-10-31,1724,2054,1,457.93,457.93,USD
18125,2023-12-26,1532,2058,1,141.61,141.61,EUR
18126,2023-12-16,1260,2049,8,55.9,447.2,EUR
18127,2023-05-12,1247,2074,9,387.51,3487.59,EUR
18128,2024-07-29,1218,2008,3,472.7,1418.1,EUR
18129,2023-08-19,1421,2088,2,420.31,840.62,EUR
18130,2023-05-23,1703,2076,3,165.03,495.09,USD
18131,2023-09-27,1637,2095,9,498.88,4489.92,EUR
18132,2024-03-16,1747,2009,1,141.55,141.55,EUR
18133,2023-07-17,1041,2020,1,119.01,119.01,EUR
18134,2023-09-19,1558,2021,4,104.34,417.36,USD
18135,2023-08-29,1763,2040,9,12.39,111.51,EUR
18136,2024-03-11,1202,2081,1,292.57,292.57,EUR
18137,2024-06-05,1582,2077,3,368.94,1106.82,GBP
18138,2024-05-08,1006,2068,2,306.2,612.4,EUR
18139,2023-04-14,1908,2039,3,268.66,805.98,EUR
18140,2023-09-11,1736,2009,7,322.52,2257.64,EUR
18141,2024-04-18,1622,2068,2,436.24,872.48,EUR
18142,2023-06-07,1599,2007,4,157.77,631.08,USD
18143,2023-02-20,1669,2020,2,240.63,481.26,USD
18144,2023-08-23,1422,2040,1,451.83,451.83,EUR
18145,2024-05-10,1965,2076,5,139.34,696.7,EUR
