order_id,order_date,customer_id,product_id,quantity,unit_price,total_amount,currency
24001,2024-11-03,1544,2003,9,110.06,990.54,EUR
24002,2024-01-14,1527,2015,7,104.0,728.0,USD
24003,2024-03-24,1402,2005,9,374.96,3374.64,GBP
24004,2023-09-16,1361,2046,9,160.73,1446.57,EUR
24005,2024-10-12,1244,2007,1,371.59,371.59,EUR
24006,2023-02-24,1398,2022,2,285.9,571.8,EUR
24007,2023-07-21,1073,2047,1,256.02,256.02,EUR
24008,2024-12-24,1292,2068,4,452.53,1810.12,EUR
24009,2023-12-20,1992,2002,4,291.11,1164.44,GBP
24010,2023-05-08,1162,2070,3,122.13,366.39,EUR
24011,2023-10-30,1731,2051,2,491.88,983.76,EUR
24012,2023-07-06,1034,2000,2,158.57,317.14,USD
24013,2024-01-19,1733,2009,5,239.56,1197.8,EUR
24014,2023-06-22,1264,2094,6,191.43,1148.58,EUR
24015,2023-10-19,1701,2044,3,370.9,1112.7,EUR
24016,2024-10-24,1496,2091,3,234.85,704.55,EUR
24017,2023-03-02,1774,2051,5,178.28,891.4,EUR
24018,2024-07-11,1666,2013,2,325.42,650.84,EUR
24019,2023-02-27,1557,2072,2,248.68,497.36,USD
24020,2023-11-30,1732,2047,1,13.69,13.69,EUR
24021,2024-05-02,1964,2037,4,324.23,1296.92,USD
24022,2024-11-28,1595,2020,1,83.75,83.75,EUR
24023,2023-07-02,1173,2043,4,480.47,1921.88,EUR
24024,2023-02-08,1115,2095,4,373.44,1493.76,EUR
24025,2024-07-02,1547,2021,3,189.93,569.79,EUR
24026,2024-10-14,1431,2056,6,34.8,208.8,GBP
24027,2024-02-17,1607,2003,2,167.2,334.4,EUR
24028,2023-02-14,1666,2069,2,327.45,654.9,EUR
24029,2024-01-01,1186,2088,9,449.83,4048.47,EUR
24030,2023-10-13,1742,2096,9,375.09,3375.81,USD
24031,2023-11-26,1990,2080,2,386.23,772.46,EUR
24032,2023-02-09,1324,2066,2,69.52,139.04,EUR
24033,2023-08-20,1927,2057,6,118.53,711.18,USD
24034,2024-12-30,1927,2086,3,396.27,1188.81,GBP
24035,2023-02-03,1418,2000,2,191.3,382.6,GBP
24036,2024-10-29,1794,2023,3,429.9,1289.7,EUR
24037,2024-01-13,1931,2004,9,25.0,225.0,GBP
24038,2024-03-02,1850,2022,2,310.42,620.84,EUR
24039,2024-11-12,1388,2022,6,256.91,1541.46,GBP
24040,2023-06-09,1665,2043,9,403.39,3630.51,USD
24041,2024-12-19,1591,2068,8,88.92,711.36,EUR
24042,2023-07-22,1413,2087,7,103.05,721.35,USD
24043,2023-09-12,1638,2059,3,248.88,746.64,EUR
24044,2023-11-25,1933,2003,3,304.1,912.3,EUR
24045,2024-03-15,1025,2009,6,85.42,512.52,EUR
24046,2023-08-24,1900,2043,9,453.62,4082.58,USD
24047,2024-08-01,1367,2060,4,422.33,1689.32,EUR
24048,2023-01-16,1827,2081,6,67.19,403.14,GBP
24049,2024-05-01,1107,2037,9,425.52,3829.68,USD
24050,2024-04-24,1890,2017,7,457.67,3203.69,GBP
24051,2024-01-26,1447,2014,9,126.03,1134.27,GBP
24052,2024-03-23,1915,2060,4,432.98,1731.92,USD
24053,2024-06-29,1427,2098,7,283.72,1986.04,EUR
24054,2024-10-22,1745,2006,2,402.19,804.38,EUR
24055,2023-06-09,1595,2000,1,303.25,303.25,EUR
24056,2023-12-15,1200,2001,5,152.54,762.7,EUR
24057,2024-02-15,1249,2054,8,347.67,2781.36,USD
24058,2023-09-09,1538,2031,4,351.33,1405.32,EUR
24059,2024-12-11,1486,2081,3,361.98,1085.94,EUR
24060,2024-01-09,1615,2079,9,381.25,3431.25,EUR
24061,2024-03-08,1806,2049,4,324.94,1299.76,EUR
24062,2023-05-23,1772,2004,2,219.87,439.74,USD
24063,2023-10-31,1058,2056,2,169.58,339.16,EUR
24064,2024-04-01,1494,2036,2,455.25,910.5,EUR
24065,2023-11-09,1148,2082,9,407.95,3671.55,EUR
24066,2024-07-16,1512,2072,6,418.42,2510.52,USD
24067,2023-04-10,1535,2094,1,50.19,50.19,EUR
24068,2023-04-23,1994,2036,6,206.21,1237.26,EUR
24069,2023-09-05,1387,2031,4,180.36,721.44,USD
24070,2023-08-21,1451,2047,5,438.53,2192.65,EUR
24071,2024-08-18,1510,2081,8,169.02,1352.16,EUR
24072,2024-09-25,1129,2049,4,470.48,1881.92,USD
24073,2023-12-11,1059,2033,3,405.8,1217.4,EUR
24074,2024-01-05,1708,2089,4,434.99,1739.96,EUR
24075,2023-08-03,1300,2038,7,57.68,403.76,EUR
24076,2024-01-24,1362,2086,1,488.06,488.06,EUR
24077,2024-05-30,1991,2063,6,188.07,1128.42,EUR
24078,2024-06-11,1248,2006,8,44.73,357.84,EUR
24079,2024-12-08,1903,2048,9,313.65,2822.85,GBP
24080,2024-02-26,1627,2068,5,432.97,2164.85,EUR
24081,2023-09-06,1264,2090,5,365.37,1826.85,EUR
24082,2023-02-20,1953,2053,9,354.12,3187.08,USD
24083,2024-05-17,1621,2001,8,470.88,3767.04,EUR
24084,2024-08-09,1312,2035,5,483.79,2418.95,EUR
24085,2024-02-08,1450,2095,4,412.83,1651.32,EUR
24086,2024-11-04,1371,2048,9,393.1,3537.9,EUR
24087,2023-08-20,1844,2038,4,178.49,713.96,EUR
24088,2023-02-08,1465,2087,9,234.03,2106.27,EUR
24089,2024-04-07,1036,2041,4,267.31,1069.24,USD
24090,2023-03-30,1687,2076,6,242.14,1452.84,USD
24091,2023-03-03,1756,2002,5,404.48,2022.4,USD
24092,2024-05-27,1395,2056,8,496.64,3973.12,EUR
24093,2023-11-14,1920,2002,8,106.82,854.56,EUR
24094,2024-03-17,1424,2017,1,395.43,395.43,EUR
24095,2024-06-29,1263,2053,8,307.47,2459.76,EUR
24096,2023-10-07,1700,2061,2,364.68,729.36,EUR
24097,2024-03-22,1127,2011,8,252.79,2022.32,EUR
24098,2024-01-29,1984,2049,7,349.57,2446.99,EUR
24099,2024-02-28,1682,2040,6,314.55,1887.3,EUR
24100,2024-05-28,1316,2044,1,329.59,329.59,GBP
24101,2023-10-05,1081,2080,8,475.73,3805.84,EUR
